"gara_id","application_name","author_id","builder_id","contractor_id","designer_id","engine_id","manager_id","status","decision_date","region_name","city_id","type","turn","network","period_month","start_date","end_date","class","flat_area","build_qty","build_floor","build_area","com_area","park_area","flat_qty","com_qty","park_qty","flat_onerm","flat_tworm","flat_threerm","flat_fourrm","cost_plan","flat_msprice","build_mscost","flat_mscost","com_msprice","park_price","self_cost","unfin_cost","share_cost","warr_cost","comm_cost","cost_official","flat_inner","flat_height","dpg_date","dpg_num","dpg_add_num","dpg_num_text","prolongation","update_date","state_id","create_date","annul_date","state_name"
"174",NULL,"011140003319","110540015593","100640016266","011140003319","130440013597","190940030982","Завершенный","2020-08-17","г. Астана","18178","Стандартный","2","Без наружных инженерных сетей","17.0","2020-06-19","2021-10-08","4","12790.19","1.0","9","21896","808.02","3254.85","239","9","211","142","51","46","0","4767699843","380000",NULL,"256280","472222",NULL,"715154976.45","103742245.33","28025","93279152",NULL,"4767699843","черновая","3","2020-08-19","34","2","ДПГ-20-01-008/034","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"92",NULL,"030340014828","160640016168","060540017250",NULL,"121140016323","190340014136","Завершенный","2020-08-17","г. Алматы ","18194","Стандартный","4, 7","Строительство ИКИ будет произведено за счет средств УК с получением гарантии ФГЖС в последующем","16.0","2020-06-16","2021-12-28","4","13443.7","2.0","18, 20","16432.3","0","0","208","0","0","102","34","72","0","2350110287","337500",NULL,"143018",NULL,NULL,"235011029",NULL,"1111111111","47002206",NULL,"2350110287","предчистовая",NULL,"2020-08-17","43","1","ДПГ-20-02-020/043","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"73",NULL,"190740007316","110540015593","061240001226",NULL,"130440013597","110340014607","Завершенный","2020-01-30","г. Астана","18178","Стандартный",NULL,"Без наружных инженерных сетей","16.0","2020-01-13","2022-01-08","4","20359.1","1.0","16","35661.7","1152.78","6364.09","357","8","300","119","179","59","0","9154023704","343557",NULL,"322880","600000","2000000","915402370.4","149881247","151200","180082849","1325500","9154023704",NULL,NULL,"2020-02-05","31","0","ДПГ-20-01-008/031","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"196",NULL,"010540003856","060240014641","060240022157","010540003856","081240016084","190840001896","Завершенный","2020-02-14","г. Астана","18178","Стандартный","1","Строительство ИКИ будет произведено за счет средств Застройщика","22.0","2019-12-18","2022-01-18","4","11754.14","2.0","18, 10","27950.19","3696.66","6588.38","173","0","252","84","54","17","18","5767382086","315000",NULL,"206346","610000","2000000","576738209","470151236","1174745254","105944617","1325500","5767382086",NULL,NULL,"2020-03-13","36","0","ДПГ-20-01-015/036","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"149",NULL,"061140004198","110640013302","170840035976",NULL,"110940004909","170840035976","Завершенный","2021-04-01","г. Алматы ","18194","Стандартный","3",NULL,"18.0","2020-12-22","2022-06-06","4","9343.2","3.0","12","14814.8","1337","0","165","4","0","44","110","11","0","3001447327","330000",NULL,"202598","350000",NULL,"300144733","68257455","227000","29331899",NULL,"3001447327","предчистовая",NULL,"2021-05-26","48","1","ДПГ-20-01-022/048","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"128",NULL,"000540001174","960340000376","110740018268",NULL,"121140016323","170840012253","Завершенный","2020-12-22","г. Астана","18178","Стандартный","14, 15",NULL,"24.0","2020-09-16","2021-12-27","4","8636.7","2.0","9, 12","12551.1","921.2","0","171","14","0","76","57","38","0","1657025210","260000",NULL,"132022.3","300000",NULL,"248553781.5","99221264.68","310735","15578040",NULL,"1657025210","черновая","2.8","2020-12-30","22","3","ДПГ-19-01-001/022","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"195",NULL,"030340014828","160640016168","100840005931","030340014828","120840001080","160940030233","Завершенный","2021-11-09","г. Алматы ","18194","Стандартный","4","Строительство ИКИ будет произведено за счет средств Застройщика","11.0","2021-08-02","2022-06-29","4","39500.8","16.0","5","60494","0","0","730","0","0","290","320","120","0","4899793782","272911",NULL,"80996",NULL,NULL,"489979378",NULL,"269804220","48997938","1458500","4899793782","черновая",NULL,"2021-11-25","85","1","ДПГ-21-02-020/085","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"19",NULL,"030340014828","160640016168","060540017250","030340014828",NULL,"200540007036","Завершенный","2021-06-28","г. Алматы ","18194","Стандартный","1","Строительство ИКИ будет произведено за счет средств Застройщика","10.0","2021-05-31","2022-06-07","4","56802.8","14.0","9","73948.3","0","0","882","0","0","378","252","252","0","7142974193","249719",NULL,"96594",NULL,NULL,"714297419",NULL,"1602772209","71429472",NULL,"7142974193","предчистовая",NULL,"2021-07-15","42","2","ДПГ-20-02-020/042","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"38",NULL,"030340014828","160640016168","060540017250","030340014828","130140000376","190340014136","Завершенный","2021-02-11","г. Алматы ","18194","Стандартный",NULL,"Строительство ИКИ производится за счет собственных о за счет средств УК с получением гарантии ФГЖС в последующем","16.0","2020-10-15","2022-07-08","4","23377.2","4.0","18, 20","47954.7","0","19367","353","0","818","174","70","108","1","4039352205","335500",NULL,"84233",NULL,NULL,"403935221",NULL,"1111111111","40393522",NULL,"4039352205","предчистовая","2.7","2021-03-02","43","2","ДПГ-20-02-020/043","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"83",NULL,"010540003856","110540015593","100640016266",NULL,"130440013597","180440012489","Завершенный","2021-05-20","г. Астана","18178","Стандартный","2","Строительство ИКИ завершено, сети подведены","20.0","2021-02-15","2020-12-28","4","11638.2","4.0","9, 12","19799.46","831.8","3482.7","207","12","226","91","48","57","11","3935294461","350000",NULL,"198757","430000","1500000","393529446","57665978","1000","38776285",NULL,"3935294461","черновая","2.7","2021-05-28","33","5","доп.согл.№5 к ДПГ-20-01-008/033","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"124",NULL,"010540003856","110540015593","070240003251",NULL,"130440013597","161040020830","Завершенный","2021-04-01","г. Астана","18178","Стандартный","2",NULL,"12.0","2021-04-07","2021-12-23","4","18057.45","5.0","1, 7, 9, 12, 19","35711.7","2487.71","5216.36","291","11","243","73","154","45","19","6857592308","379765",NULL,"192026","450000","1200000","685759231","60404550","720809300","67971878",NULL,"6857592308","черновая","2.7","2021-04-23","27","5","доп.согл.№5 к ДПГ-19-01-008/027","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"163",NULL,"130640014443","960340000376","110740018268",NULL,"130140000376","180240017561","Завершенный","2021-02-05","г. Астана","18178","Стандартный","3,4",NULL,"27.0","2020-12-09","2021-12-27","4","7467.34","1.0","7, 9","17098.46","1013.65","5780","80","3","338","0","30","36","14","3481930375","350000",NULL,"285297","350000","2500000","522289556","448918000","300610","30330124",NULL,"3481930375","черновая","2.7","2021-03-01","32","2","доп.согл.№2 к ДПГ-20-01-001/032","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"89",NULL,"180340029479","031240005283","031240005283",NULL,"130440013597","200140012157","Завершенный","2021-02-03","г. Астана","18178","Стандартный",NULL," проект на сети будет представлен позже","9.0","2020-11-23","2021-12-08","4","9092.21","4.0","7, 9","16227.57","1745.26","2340.63","160","15","114","68","92","0","0","3336486162","285000",NULL,"205606","360000","1000000","500472924","553238436","300000","28025328","1389000","3336486162","черновая","2.7","2021-02-24","52","0","ДПГ-20-01-024/052","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"35",NULL,"000540001174","960340000376","001241000301","000540001174","120840001080","160340010693","Завершенный","2017-05-15","г. Астана","18178","Стандартный","2",NULL,"18.0","2016-05-23","2018-02-23","4","10981.4",NULL,"24","14000",NULL,NULL,"178",NULL,NULL,"65","49","64","0","2516814000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"50336280",NULL,"2516814000","улучшенная черновая","3","2017-05-18","1","0","ДПГ-17-01-001-02/001","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"82",NULL,"140540020406","040540018865","080340001697","140540020406","120840001080","140540020406","Завершенный","2017-12-21","г. Астана","18178","Стандартный",NULL,NULL,"18.0","2017-01-30","2018-08-27","4","6869","1.0","10","13084","2681","1726","148","0","99",NULL,NULL,NULL,NULL,"1576632159","231000",NULL,"229500","263000","2300000","629076231.441","628802000","100000","18956603","1134500","1576632159","чистовая","2.85","2018-01-22","3","0","ДПГ-17-01-002/003","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"190",NULL,"100340017283","960340000376","110740018268",NULL,"121140016323","170840009898","Завершенный","2021-07-01","г. Астана","18178","Стандартный","1,2",NULL,"12.0","2021-02-19","2021-02-02","4","11354.56","2.0","18","15957","521.71","0","170","4","0","68","68","34","0","2206013208","194284",NULL,"138244","400000",NULL,"330901981","226640000","226900","19793732",NULL,"2206013208",NULL,NULL,"2021-07-27","17","5","ДПГ-19-01-001/017","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"94",NULL,"070740004674","980740001878","980740001878","070740004674",NULL,"161140023096","Завершенный","2018-07-05","г. Астана","18178","Стандартный","3",NULL,"22.0","2017-11-01","2021-04-30","III, IV класс","11540.44","1.0","5,7,9","13362.1","1701.68","0","152","15","0",NULL,NULL,NULL,NULL,"3024902930","240000",NULL,"226400","257000",NULL,"453735439.5","195359000","71500","56590879","1202500","3024902930","чистовая","2.7","2018-07-10","8","1","ДПГ-18-01-007/008","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"145",NULL,"960340000376","960340000376","080840010397","960340000376","081240016084","180640022394","Завершенный","2019-11-08","г. Астана","18178","Стандартный","1",NULL,"19.0","2019-09-04","2020-12-28","4","10679.1","1.0","9, 10","11705.1","909.4","0","82","9","0","0","24","32","26","2176943630","370000",NULL,"185982","500000",NULL,"326541544","36877000","301449","42801333","1262500","2176943630",NULL,NULL,"2019-11-14","13","1","доп.согл.№ 1 к
ДПГ-19-01-001/013","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"108",NULL,"130240008454","110540015593","091040012993","130240008454","130440013597","070340010951","Завершенный","2019-09-18","г. Астана","18178","Стандартный","1","С учетом наружных инженерных сетей","23.0","2019-07-16","2021-06-14","4","20687.09","1.0","8","26723.09","1807.04","4228.96","307","23","253","144","95","54","14","6019547133","316000",NULL,"225256","370000","1500000","902932070","153327000","109200","119220603","1262500","6019547133",NULL,"3","2019-09-27","23","0","ДПГ-19-01-008/023","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"175",NULL,"090240013926","030740000258","030740000258","090240013926","050540005384","071240012104","Завершенный","2020-02-14","г. Астана","18178","Стандартный","2,3","Строительство ИКИ будет произведено за счет средств генерального подрядчика - учредителя","9.0","2020-01-21","2020-10-21","4","11074.81","2.0","7","18661.91","0","0","213","0","0","104","60","49","0","3247476647","295000",NULL,"174016",NULL,NULL,"487121497","1022540594","109200","44498721",NULL,"3247476647",NULL,NULL,"2020-02-17","18","1","ДПГ-19-01-010/018","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"70",NULL,"100340017283","960340000376","110740018268","100340017283","120840001080","190240034484","Действующий","2021-05-25","г. Астана","18178","Стандартный","2",NULL,"29.0","2020-08-11","2023-01-11","4","20035.31","3.0","21","27491.57","848.14","0","280","6","0","100","120","40","20","4203952682","360000",NULL,"152917.8","400000",NULL,"420395268","95335680.49","252500","41086170",NULL,"4203952682","чистовая","3","2021-06-11","37","4","доп.согл. № 4 к 
ДПГ-20-01-001/037  28.02.2020","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"112",NULL,"781201300472","070240022179","070240022179",NULL,"081240016084","190140013795","Действующий","2021-06-08","Атырауская обл.","18264","Стандартный","2-3",NULL,"41.0","2021-05-04","2023-04-04","4","25494.8","5.0","9","42064.2","3251.2","0","440","0","0","160","240","40","0","5405809863","280000",NULL,"152806",NULL,NULL,"540580986.3","542135830","130000","48636740",NULL,"5405809863","чистовая","2.85","2021-06-30","44","1","доп.согл. № 1 к
ДПГ-20-06-021/044 ","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"130",NULL,"081040004732","050640012251","050640012251","081040004732","091240003496","201240012064","Действующий","2022-04-28","г. Шымкент","18277","Стандартный",NULL,"Строительство инженерных сетей за счет средств Застройщика ","12.0","2022-02-10","2023-02-10","2","8227.5","2.0","10","11900.4","1157.2","2405.24","63","4","41","0","21","36","6","4953472942","563174",NULL,"346260","625000","2000000","495347294","577260123","100000","43762129","1531500","4953472942","черновая",NULL,"2022-05-30","111","0","ДПГ-22-13-046/111",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"95",NULL,"080340014639","060340004172","060340004172","080340014639","091240003496","210940020654","Действующий","2022-03-29","г. Шымкент","18277","Стандартный",NULL,"Строительство инженерных сетей за счет средств Застройщика","20.0","2021-11-12","2023-07-12","3","20926.1","7.0","9, 12","41968.4","603.9","2739.2","272","4","154","72","100","84","16","8250830654","400000",NULL,"196596","430000","1500000","825083065","270640596",NULL,"82508307","1531500","8250830654","улучшенная черновая",NULL,"2022-04-13","110","0","ДПГ-22-13-050/110",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"62",NULL,"960340000376","960340000376","080840010397",NULL,"081240016084","180640022394","Завершенный","2020-12-22","г. Астана","18178","Стандартный","11, 12, 13, 14",NULL,"23.0","2020-06-04","2021-12-27","4","10758.4","1.0","10","16101.6","1174","0","116","11","0","1","37","43","35","2608583568","340000",NULL,"162008","400000",NULL,"391287535","150268844","301449","24583147",NULL,"2608583568","черновая","3","2020-12-28","13","4","ДПГ-19-01-001/013","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"152",NULL,"060740003951","110540015593","070240003251","060740003951","130440013597","110340014607","Действующий","2021-07-01","г. Астана","18178","Стандартный",NULL,"Планируется получение гарантии после получения заключения экспертизы","15.0","2021-05-15","2022-11-14","4","20948.17","1.0","9,12,14","35764.5","1868.73","0","366","20","120","162","140","48","16","9387694698","415000",NULL,"262486","550000","2000000","938769470","77595025","151200","93100997",NULL,"9387694698","черновая","3","2021-07-13","31","4","доп.согл. №4 к
ДПГ-20-01-008/031  05.02.2020","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"74",NULL,"050940011046","110540015593","070240003251","050940011046","130440013597","110340014607","Завершенный","2021-05-20","г. Астана","18178","Стандартный",NULL,"Планируется получение гарантии после получения заключения экспертизы","23.0","2021-03-15","2022-11-29","4","19606.32","1.0","9","38552.29","2306.6","0","318","20","302","66","186","58","8","7638011068","400000",NULL,"198121","600000","2000000","763801107","115003029","100","75230080",NULL,"7638011068","черновая","3","2021-05-28","31","3","доп.согл. № 3 к 
ДПГ-20-01-008/031 05.02.2020","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"56",NULL,"100340017283","960340000376","110740018268","100340017283","121140016323","190240034484","Действующий","2022-06-10","г. Астана","18178","Стандартный","4","Строительство наружных инженерных сетей за счет собственных средств группы Bazis-A","23.0","2022-01-21","2023-12-21","4","18389.7","3.0","14, 18","28746.6","1103","3346.8","244","12","166","73","103","51","17","5572491510","360000",NULL,"139849","400000","3000000","557249151","25603785","252500","55468877",NULL,"5572491510","улучшенная черновая",NULL,"2022-08-24","37","7","доп.согл.№ 7 к 
ДПГ-20-01-001/037 28.02.2020",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"42",NULL,"010540003856","110540008868","050440012869","010540003856","120840001080","190440023486","Завершенный","2021-09-23","г. Астана","18178","Стандартный",NULL,"Строительство ИКИ за счет собственных средств Застройщика","15.0","2021-04-16","2022-08-19","4","17864.97","8.0","9","29337.95","4374.73","2118.43","322","11","297","165","105","52","0","8276765515","339795",NULL,"282118","404409","500000","827676551","1017190218","252500","72595753","1458500","8276765515","улучшенная черновая","3","2021-10-05","86","0","ДПГ 21-01-037/086","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"168",NULL,NULL,"940140001482","940140001482",NULL,"081240016084","140740007872","Завершенный","2018-02-16","г. Астана","18178","Стандартный",NULL,NULL,"15.0","2018-03-01","2020-02-29","4","10888.8","2.0","14","17848.8","803.49","2435.14","260","0","152",NULL,NULL,NULL,NULL,"2146903508","253300",NULL,"120200","250000","1140000","214690350.8","312059000","200000","36796147","1202500","2146903508",NULL,NULL,"2018-03-03","4","0","ДПГ-18-01-003/004","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"26",NULL,"070640021046","960340000376","010940009661","070640021046","121140016323","200940032606","Действующий","2021-09-07","г. Алматы ","18194","Стандартный","2","Строительство инженерных сетей за счет связанной компании (ТОО ""Silver House Building"") в группе Bazia-A","16.0","2021-07-03","2023-02-16","4","13918.46","2.0","15","20418.1","1082.6","0","280","9","0","224","56","0","0","4141712471","360000",NULL,"202844","460000",NULL,"414171247","118028697","100000","40236838",NULL,"4141712471","чистовая","3","2021-10-01","62","1","доп.согл. № 1 к
ДПГ-21-02-001/062  от 17.05.2021","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"43",NULL,"030240012828","060140000846","060140000846","030240012828","100940000469","170240033531","Завершенный","2018-08-22","г. Астана","18178","Стандартный",NULL,"Без наружных инженерных сетей","24.0","2018-06-18","2020-05-26",NULL,"12015.51",NULL,NULL,"23920.8","4288.96","5680.16","142","0","250",NULL,NULL,NULL,NULL,"5341879300","371000",NULL,"271000",NULL,NULL,"557264800","687318000","100000","93091230","1202500","5341879260","чистовая","3","2018-10-12","10","0","ДПГ-18-01-009/010","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"69",NULL,"080340014639","010340004024","010340004024","080340014639","120840001080","050640012251","Завершенный","2018-03-07","г. Шымкент","18277","Стандартный",NULL,NULL,"13.0","2018-03-01","2020-01-30","2","12395.87","3.0","9","16417.7","2177.38","1844.48","104","6","49","0","24","80","0","2458898850","215000",NULL,"149771","265000","2074000","219315900","110075000","97100","46976477","1202500","2458898850","чистовая","3","2018-04-04","5","0","ДПГ-18-13-004/005","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"154",NULL,"070740004674","980740001878","980740001878","070740004674",NULL,"161140023096","Завершенный","2018-04-20","г. Астана","18178","Стандартный","1-2",NULL,"25.0","2017-07-05","2021-04-30","IV класс (позиция 1);
III, IV класс (позиция 3)","24593","2.0","5, 7,9","41688.6","3838.46","0","324","31","0",NULL,NULL,NULL,NULL,"6541727260","245000",NULL,"156900","254800",NULL,"1000884270.78","1000123391","71500","110832077","1202500","6541727260","чистовая","2.7","2018-04-26","8","0","ДПГ-18-01-007/008","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"77",NULL,"000540001174","960340000376","080840010397","000540001174","081240016084","190440041404","Действующий","2021-11-02","г. Астана","18178","Стандартный","2","Строительство инженерных сетей за счет средств Застройщика ","26.0","2021-09-07","2023-09-09","4","8476.5","2.0","10","10312.6","534.9","0","108","4","0","18","38","36","16","2164807768","330000",NULL,"209919","330000",NULL,"324721165","50570067","340300","20645553",NULL,"2164807770","черновая","3","2021-11-17","58","2","доп.согл. № 2 к 
ДПГ-21-01-001/058 09.04.2021",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"96",NULL,"070740004674","980740001878","980740001878","070740004674",NULL,"161140023096","Завершенный","2018-08-13","г. Астана","18178","Стандартный","4",NULL,"21.0","2018-06-15","2021-04-30","4","11540.44","1.0","5, 7, 9","13367.2","1701.24","0","152","14","0",NULL,NULL,NULL,NULL,"3014702450","240000",NULL,"225500","257000",NULL,"452205367.5","60300802","71500","59088033",NULL,"3014702450","чистовая","2.7","2018-08-24","8","3","доп.согл.№3 к 
ДПГ-18-01-007/008","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"10",NULL,"010540003856","110540015593","100640016266","010540003856","130440013597","181240011486","Завершенный","2019-06-18","г. Астана","18178","Стандартный","16",NULL,"17.0","2019-05-03","2020-08-06","4","14283.14","1.0","12","20614.56","798.94","0","242","4","0","67","73","91","11","4429569296","370000",NULL,"167925",NULL,NULL,"442956930","76358000","1000","86509774","1262500","4429569296",NULL,NULL,"2019-07-01","16","0","ДПГ-19-01-008/016","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"21",NULL,"040440008640","960340000376","080840010397","040440008640","081240016084","190440041434","Действующий","2021-11-18","г. Астана","18178","Стандартный","4",NULL,"8.0","2021-10-06","2023-02-06","4","2949.49","1.0","8","4226.16","0","0","32","0","0","1","23","0","8","714942693","330000",NULL,"169171",NULL,NULL,"107241404","2876319","340229","7120664","1458500","714942693","улучшенная черновая","3","2021-12-07","54","3","доп.согл. № 3 к 
ДПГ-21-01-001/054 30.03.2021","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"1",NULL,"000140004441","110540015593","100640016266","000140004441","130440013597","190340029392","Завершенный","2019-07-30","г. Астана","18178","Стандартный","22",NULL,"16.0","2019-06-10","2020-10-08","4","6617.11","1.0","16","8855.87","528.81","0","150","6","0","90","30","30","0","2453517883","379273",NULL,"277050","346500",NULL,"245351788","51222112.16","1000","48045915","1262500","2453517883",NULL,"3","2019-08-12","21","0","ДПГ-19-01-008/021","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"151",NULL,"100340017283","960340000376","970640010514","100340017283","121140016323","170840009898","Завершенный","2020-09-07","г. Астана","18178","Стандартный","3",NULL,"12.0","2020-05-05","2021-07-21","4","5621.99","1.0","18","7918.13","262.35","0","85","2","0","34","34","17","0","1136489476","200000",NULL,"143530","200000",NULL,"170473421","171111000","226900","19307570",NULL,"1136489476",NULL,"3.3","2019-07-24","17","2","ДПГ-19-01-001/017","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"202",NULL,"100340017283","960340000376","970640010514","100340017283","121140016323","170840009898","Завершенный","2019-06-27","г. Астана","18178","Стандартный","4","С учетом наружных инженерных сетей","16.0","2019-05-29","2020-12-29","4","9242","1.0","21","12298.3","248.07","0","100","2","0","20","20","40","20","2161436079","360000",NULL,"175750","400000",NULL,"324215412","103404000","226900","41160642","1262500","2161436079",NULL,NULL,"2019-07-24","17","0","ДПГ-19-01-001/017","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"66",NULL,"080240003273","960340000376","110740018268","080240003273","150340023613","190540004631","Действующий","2022-02-04","г. Астана","18178","Стандартный",NULL,"Строительство инженерных сетей за счет средств Застройщика ","22.0","2021-12-20","2023-09-01","4","22066.22","9.0","7, 9, 12","33535.28","2697.99","5508.22","308","30","300","114","112","52","30","6818945553","330000",NULL,"203336","330000","2500000","1022841833","30982000","1060012","67879636","1458500","6818945553","черновая","3","2022-02-21","90","1","доп.согл. №1 к 
ДПГ-21-01-001/090  26.10.2021",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"193",NULL,"080240003273","960340000376","100140016199",NULL,"121140016323","170840012253","Завершенный","2019-08-15","г. Астана","18178","Стандартный","9-13",NULL,"12.0","2019-05-28","2021-05-28","4","13955.1","5.0","9","16376.6","0","0","276","0","0","105","115","56","0","2415410355","260000",NULL,"147491",NULL,NULL,"362311553",NULL,"310735","48308207.1","1262500","2415410355",NULL,NULL,"2019-09-03","22","0","ДПГ-19-01-001/022","1.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"55",NULL,"010540003856","110540015593","100640016266","010540003856","130440013597","170340033307","Завершенный","2019-11-22","г. Астана","18178","Стандартный","4",NULL,"16.0","2019-10-21","2021-06-16","4","12857.79","1.0","12","19815.5","1732.6","0","278","13","0","132","114","32","0","3663548205","284553",NULL,"184883","300000",NULL,"366354820.5","46383676","50800424.5","72343291",NULL,"3663548205","улучшенная черновая","3","2019-11-22","15","3","доп.согл.№_ к 
ДПГ-19-01-008/015","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"100",NULL,"050240018226","051040013647","991240008188","070740020686","060640001000","200740008567","Действующий","2022-06-10","г. Алматы ","18194","Стандартный","2","Проект на ИКИ разработан, строительство за счет средств Застройщика","8.0","2022-04-05","2023-05-05","4","12396.6","3.0","9","15830.1","0","0","194","0","0","82","58","54","0","3490772674","378454",NULL,"220515",NULL,NULL,"349077267",NULL,"500000","34907727","1531500","3490772674",NULL,NULL,"2022-07-15","71","3","ДПГ-21-02-011/071
доп.согл. № 3 от 12.07.2021",NULL,"2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"54",NULL,"010540003856","110540015593","100640016266","010540003856","130440013597","170340033307","Завершенный","2019-10-10","г. Астана","18178","Стандартный","4",NULL,"16.0","2019-08-27","2021-05-31","4","20678.97","1.0","22","32516","2039.22","4640.32","408","8","261","194","120","92","2","5814608330","369919",NULL,"178819","346500","775862","581460833","75717981","50800424.5","114777807","1262500","5814608330","улучшенная черновая","3","2019-10-11","15","2","доп.согл.№2 к 
ДПГ-19-01-008/015","0.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
"106",NULL,"010540003856","110540015593","091040012993","010540003856","130440013597","161040020830","Завершенный","2019-10-10","г. Астана","18178","Стандартный","1",NULL,"12.0","2019-08-15","2021-10-04","4","18057.45","6.0","1, 7, 9, 12, 19","34967.37","2421.1","4518.36","291","11","302","73","154","45","19","6825821599","378814",NULL,"195205","450000","1200000","682582160","176703669","720809300","132982359","1262500","6825821599",NULL,NULL,"2019-10-21","27","0","ДПГ-19-01-008/027","3.0","2024-02-26 09:00:35.388555","0","2024-03-08 16:16:36.330524",NULL,"Гарантия выдана до 2023"
